date,steps,distance,runDistance,calories
2023-11-21,3388,2602,84,105
2023-11-22,10603,8074,451,422
2023-11-23,9934,7668,299,299
2023-11-24,6816,5221,407,215
2023-11-25,3555,2614,505,116
2023-11-26,3136,2275,249,102
2023-11-27,7230,5544,432,223
2023-11-28,13306,10482,443,401
2023-11-29,5777,4446,435,184
2023-11-30,4612,3539,181,140
